 Nature	 പ്രകൃതി
Republic of Mauritius	മൌറീഷ്യസ് റിപ്പബ്ലിക്ക്
Moulavi	മൌലവി
Original composition	മൌലിക രചന
Originality	മൌലികത
Moulimanton	മൌലിമണ്ടന്‍
Moulisree	മൌലിശ്രീ
Moulisiri	മൌലിസിരി
Mouse	മൌസ്
Mbabana	മ്ബാബാന
Myanmar	മ്യാന്മര്
Myanmar Elephant	മ്യാന്മാർ ആന
Museum	മ്യൂസിയം
Sadness	മ്ലാനത
Ugly caste	മ്ലേച്ച ജാതി
Mlechen	മ്ലേച്ചൻ
Ugly	മ്ലേച്ഛന്
മധം	മ്‌ധം
Clay cup	മൺകപ്പ്
Pottery	മൺകലം
Earthenware	മൺകളിപ്പാട്ടം
Mankooja	മൺകൂജ
Pottery shop	മൺപാത്ര ശാല
Pottery	മൺപാത്രം
Markadakan	മർകടകൻ
Markodi	മർക്കോടി
Pressure.	മർദ്ദം.
Oppression.	മർദ്ദനം.
Oppression	മർദ്ദൽ
യംത്രാശ	യംത്രാശ
Liver	യകൃത്ത്
യക്ഷം	യക്ഷം
Yakshan	യക്ഷന്
Yaksharathri	യക്ഷരാത്രി
Yaksharuchi	യക്ഷരുചി
Yakshi	യക്ഷി
Yakshini	യക്ഷിണി
Yagur	യഗൂര്‍
Master	യജമാനന്
Master	യജമാനന്‍
Mistress	യജമാനപത്നി
Master	യജമാനൻ
Yajurveda	യജുര്‍വേദം
Yajurvedi	യജുര്‍വേദി
Yajna	യജ്ഞം
Yajnakundam	യജ്ഞകുണ്ടം
യജ്ഞകേതു	യജ്ഞകേതു
Yajna is angry	യജ്ഞകോപന്‍
Yajnavedi	യജ്ഞവേദി
Yajnavedi etc.	യജ്ഞവേദി മുതലായവ
Yajna enemy	യജ്ഞശത്രു
Yajnasenan	യജ്ഞസേനന്‍
യതി	യതി
Orphan	യത്തീം
Attempt	യത്നം
Original description	യഥാതഥ വര്ണ്ണന
Original description	യഥാതഥമായ വിവരണം
Original work	യഥാര്ത്ഥ  കൃതി
Original work	യഥാര്ത്ഥ കൃതി
Original color	യഥാര്ത്ഥ നിറം
Original composition	യഥാര്ത്ഥ രചന
The real plaintiff	യഥാര്ത്ഥ വാദി
Original location	യഥാര്ത്ഥ സ്ഥലം
True stories	യഥാര്ഥ കഥകള്
Realism	യഥാര്ഥവാദം
Actual weight	യഥാര്‍ഥ ഭാരം
യദു	യദു
Real style	യധാർഥശൈലി
Robot man	യന്ത്ര മനുഷ്യന്‍
Machine	യന്ത്രം
Loom	യന്ത്രത്തറി
Machine part	യന്ത്രഭാഗം
Mechanization	യന്ത്രവത്കരണം
Mechanization	യന്ത്രവല്ക്കരണം
Mechanics	യന്ത്രശാസ്ത്രം
Machinery	യന്ത്രസംവിധാനം
Machinery	യന്ത്രസാമഗ്രി
Machinery	യന്ത്രോപകരണം
Machinery.	യന്ത്രോപകരണം.
Yama II	യമ ദ്വതീയ
യമകം	യമകം
Messenger of God	യമദൂതകം
The Messenger of God	യമദൂതൻ
Yemen	യമനം
Yamanakalyana Raga	യമനകല്യാണ രാഗം
Yemeni Rial	യമനി റിയാല്
Yemen	യമന്
യമന്കാരന്	യമന്കാരന്
Yemen	യമന്‍
Yamapuri	യമപുരി
Yamarajan	യമരാജന്‍
യമലോകം	യമലോകം
യമസ്തോമം	യമസ്തോമം
Yamathirathram	യമാതിരാത്രം
Yamuna	യമുന
Yamunotri	യമുനോത്രി
യയാതി	യയാതി
യയി	യയി
യയു	യയു
Barley-sugar	യവ-ശര്‍ക്കര
Barley	യവം
Yavachathurthi	യവചതുർഥി
Barley	യവതമാല
യവതിക്ത	യവതിക്ത
Greek	യവനം
Curtain	യവനിക
Curtains	യവനിക ഇടല്
Barley	യവഫലം
Barley alcohol	യവമദ്യം
Yavakshanadi	യവാക്ഷനദി
യവാശ	യവാശ
യവീയാൻ	യവീയാന്‍
Yavkritan	യവ്ക്രീതന്‍
Fame	യശസ്
Fame	യശസ്സ്
Yashoda	യശോദ
Yashodhara	യശോധര
Yashovar	യശോവര്‍
Yasohani	യശോഹാനി
Yashti	യഷ്ടി
Yashti Madhu.	യഷ്ടി മധു.
Yashti.	യഷ്ടി.
Yashthikan	യഷ്ഠികണ്‍
Stick.	യഷ്‌ടി.
Judaism	യഹൂദ മതം
Jew	യഹൂദന്‍
Yes	യാഉണ്ടെ
Yakka	യാക്ക
Yak	യാക്ക്
Sacrifice	യാഗം
Sacrifice	യാഗകുണ്ടം
The time allotted for Yagadi rituals	യാഗാദി കര്മ്മങ്ങള്ക്കു  നിശ്ചയിച്ചിട്ടുള്ള കാലം
Beggar	യാചകന്‍
Beggar	യാചകി
Begging	യാചന
Begging item	യാചിച്ച് കിട്ടുന്ന സാധനം
Priesthood	യാജകം
Yajushi-Anushtup	യാജുഷി-അനുഷ്ടുപ്
Yajushi-Ushnika	യാജുഷി-ഉഷ്ണിക
Yajushi-Gayatri	യാജുഷി-ഗായത്രി
Yajushi-Jagathy	യാജുഷി-ജഗതി
Yajushi-Trishtupa	യാജുഷി-ത്രിഷ്ടുപ
Yajushi-Brihati	യാജുഷി-ബൃഹതി
യാജുഷിപങ്കതി	യാജുഷിപങ്കതി
Yajnavalkya Upanishad	യാജ്ഞവല്‍ക്യ ഉപനിഷത്
Yajnavalkyan	യാജ്ഞവല്‍ക്യന്‍
Yajnikan	യാജ്ഞീകന്‍
Yard	യാഡ്
Suffering	യാതന
Travel	യാത്ര
Passenger	യാത്രക്കാരന്
Passenger	യാത്രക്കാരന്‍
Fare	യാത്രക്കൂലി
Fare	യാത്രാകൂലി
Travel permit	യാത്രാനുവാദപത്രം
Travel	യാത്രാപ്രിയം
Travel bag	യാത്രാബാഗ്
Travel	യാത്രാവലന്
Passenger vehicle	യാത്രാവാഹനം
Passenger luggage	യാത്രികരുടെ ലഗേജ്
Reality	യാഥാര്ത്ഥ്യം
Conservatism	യാഥാസ്ഥികത
Conservatism	യാഥാസ്ഥിതികത്വം
Conservative	യാഥാസ്ഥിതികന്
Coincidence	യാദൃച്ഛികത
യാനകാരൻ	യാനകാരന്‍
Yanapatra	യാനപാത്രം
Automation	യാന്ത്രീകരണം
Midnight	യാമം
Yamatoorya	യാമതൂര്യ
Yamavati	യാമവതി
യാമവൃത്തി.	യാമവൃത്തി.
Yami	യാമി
Yamika	യാമിക
Yamini	യാമിനി
Yamira.	യാമീര.
Yamas Sukro	യാമൌസ്സുക്രോ
Yeast	യീസ്റ്റ്
U.S.A.	യു എ ഇ
US dollars	യു എസ് ഡോളര്‍
U.S.A.	യു.എസ്.എ
UK	യു.കെ
Fit	യുക്ത
Yuktayasa	യുക്തായസ
Logic	യുക്തി
Makes sense	യുക്തിയുക്തം
Rationalism	യുക്തിവാദം
Rationalist	യുക്തിവാദി
Rationality	യുക്തിവിചാരം
Irrational argument	യുക്തിഹീനമായ വാദം
Rationalism.	യുക്‌തിവാദം.
Age	യുഗം
The end of the age	യുഗത്തിന്റെ അന്ത്യം
Yugapurushan	യുഗപുരുഷന്
Duet	യുഗളം
Ages	യുഗസന്ധി
Ages	യുഗാന്തരങ്ങള്‍
Yugoslavian Dinar	യുഗോസ്ലാവിയന്‍ ദിനാര്
Pair	യുഗ്മം
Pair cell	യുഗ്മകോശം
Age	യുഗ്യം
United Republic of Egypt	യുണൈറ്റട് റിപ്പബ്ലിക്ക് ഓഫ് ഈജിപ്ത്
United Arab Emirates	യുണൈറ്റഡ് അറബ് എമിരെയ്റ്റ്സ്
United Kingdom	യുണൈറ്റഡ് കിങ്ഡം
United Republic of Tanzania	യുണൈറ്റഡ് റിപ്പബ്ലിക്ക് ഓഫ് ടാന്സാനിയ
United Liberal Front of Assam	യുണൈറ്റഡ് ലിബറല്‍ ഫ്രന്റ് ഓഫ് ആസാം
United Arab Emirates Dirham	യുണൈറ്റ്ട് അറബ് എമിരെയ്റ്റ്സ് ദിര്ഹം
Youth	യുത്ത്
The sound of war	യുദ്ധ നാദം
War flag	യുദ്ധ പതാക
Ammunition	യുദ്ധ സാമഗ്രി
Munitions	യുദ്ധ സാമഗ്രികള്
War	യുദ്ധം
The one who fights	യുദ്ധം ചെയ്യുന്നവന്‍
War.	യുദ്ധം.
Warship	യുദ്ധകപ്പല്‍
The trumpet of war	യുദ്ധകാഹളം
War flag	യുദ്ധക്കൊടി
War strategy	യുദ്ധതന്ത്രം
War strategist	യുദ്ധതന്ത്രജ്ഞന്
Warrior	യുദ്ധതിലേര്പ്പെട്ടവന്
Prisoners of war	യുദ്ധത്തടവുകാര്
War justice	യുദ്ധനീതി
Warfare	യുദ്ധപാലായനം
Battlefield	യുദ്ധഭൂമി
Warlike	യുദ്ധഭേരി
War instrument	യുദ്ധവാദ്യം
Fighter aircraft	യുദ്ധവിമാനം
Ceasefire flag	യുദ്ധവിരാമക്കൊടി
War hero	യുദ്ധവീരൻ
Warplane	യുദ്ധോത്സുകനായവിമാനം
Warlike	യുദ്ധോത്സുകന്‍
Ammunition	യുദ്ധോപകരണം
യുധിഷ്ഠിരന്	യുധിഷ്ഠിരന്
UNESCO	യുനസ്കോ
Unani	യുനാനി
Unani drug dealer	യുനാനി മരുന്നു വില്പനക്കാരൻ
Unani drug dealer	യുനാനി മരുന്ന് കച്ചവടക്കാരൻ
Yunan	യുനാന്‍
UU	യുയു
Yuukkhura	യുയുക്ഖുര
യുയുത്സ	യുയുത്സ
Yuyutsu	യുയുത്സു
Uranus	യുറാനസ്
Uranium	യുറേനിയം
Youth	യുവത
Young woman	യുവതി
Youth	യുവത്വം
Youthful breasts	യുവത്വംനിറഞ്ഞസ്തനങ്ങള്‍
യുവനാശ്വന്	യുവനാശ്വന്
The coronation of the Prince	യുവരാജാഭിഷേകം
Prince	യുവരാജാവ്
Princess	യുവരാജ്ഞി
Yuan	യുവാന്‍
Young man	യുവാവു്‌
Young man	യുവാവ്
Yukobank	യൂകൊബാങ്ക്
Ukrainian	യൂക്രേനി
Ukraine	യൂക്രേന്
Yugoslavia	യൂഗോസ്ലാവിയ
Yugoslavia	യൂഗോസ്ലാവിയക്കാരന്
Uniform	യൂണിഫോം
Unit	യൂണിറ്റ്
Unani	യൂനാനി
Yupakarnam	യൂപകര്‍ണ്ണം
Yupakshan	യൂപാക്ഷന്
Yupahooti	യൂപാഹൂതി
Eurasia	യൂറേഷ്യ
Euro	യൂറോ
European countries	യൂറോപ്പിയന്‍ രാജ്യങ്ങള്‍
Europeans	യൂറോപ്പുകാര്‍
Europe	യൂറോപ്പ്
European	യൂറോപ്യന്
European closet	യൂറോപ്യന്ക്ലോസറ്റ്
European elk	യൂറോപ്യൻ എൽക്ക്
Yusham	യൂഷം
Yen	യെന്
Yerevan	യെരെവാന്
Jesus	യേശു
Yoga	യോഗ
Yoga Kundali Upanishad	യോഗ കുണ്ടലി ഉപനിഷത്
Yoga training	യോഗ പരിശീലനം
Meeting	യോഗം
Yogachodamani Upanishad	യോഗചൂടാമണി ഉപനിഷത്
Yogachandas	യോഗഛന്ദസ്
Yogatattva Upanishad	യോഗതത്വ ഉപനിഷത്
Yogada	യോഗദ
Yogadhara	യോഗധര
Law of Yoga	യോഗനിയമം
Yogashikha Upanishad	യോഗശിഖ ഉപനിഷത്
Yoga practice	യോഗാഭ്യാസം
Yogasana	യോഗാസനം
Yogi	യോഗി
Yogic Raga	യോഗിക രാഗം
Yogini Ekadashi	യോഗിനിഏകാദശി
Yogindran	യോഗീന്ദ്രന്
Qualification	യോഗ്യത
Qualified	യോഗ്യതയുള്ളവന്‍
Certificate	യോഗ്യതാപത്രം
Worthy	യോഗ്യന്
Worthy	യോഗ്യൻ
Plan	യോജന
Disagreement	യോജിപ്പില്ലായ്മ
Agreement	യോജിപ്പ്
Suitable	യോജ്യം
Yoga	യോടകം
Warrior	യോദ്ധാവ്
Warrior	യോധനം
Vagina	യോനി
The outer part of the vagina	യോനിയുടെ പുറം ഭാഗം
Vaginal	യോനീമുഖം
Yosha	യോഷ
യോഷിത്തു്	യോഷിത്തു്
യോഷിത്തു്⁇	യോഷിത്തു്‌
യൌഗന്ധരഅസ്ത്രം	യൌഗന്ധരഅസ്ത്രം
Youth	യൌവനം
Young heroine	യൌവനയുക്തയായ നായിക
Young woman	യൌവനയുക്തയായ യുവതി
In adolescence	യൌവനാരംഭത്തിലുള്ളവള്
Youth	യൌവ്വനം
Ranga Panchami	രംഗ പഞ്ചമി
Scene	രംഗം
Theatrical	രംഗകർമ്മി
Theater	രംഗപീഠം
Scenes	രംഗമാര്‍
Rangarajan	രംഗരാജ്
Rangaraini	രംഗരൈനി
Rangava	രംഗവ
Theater	രംഗവിദ്യ
Theatrical rhythm	രംഗവിദ്യാധര താ‍ളം
Theater	രംഗശാല
Theatrical rhythm	രംഗാഭരണം താളം
Rangar caste	രംഗാര്‍ ജാതി
Rangareddy District	രംഗാറെഡ്ഡി ജില്ല
Rangirada	രംഗീരേട
Rangeela-thodi	രംഗീല-തോടി
Rangoon	രംഗൂണ്
Rambha	രംഭ
Initial	രംഭതൃതീയ
Rambhasuran	രംഭാസുരന്‍
Rambhini Raga	രംഭിനി രാഗം
Circulatory system	രക്ത ചംക്രമണ വ്യവസ്ഥ
